,loss,accuracy,val_loss,val_accuracy
0,0.4159529507160187,0.8121795654296875,0.5083721280097961,0.77252197265625
1,0.3118334412574768,0.8686676025390625,0.3433172106742859,0.844940185546875
2,0.2778701186180115,0.8854560852050781,0.37396520376205444,0.83087158203125
3,0.25902804732322693,0.8949203491210938,0.32949599623680115,0.8553466796875
4,0.24819648265838623,0.9001235961914062,0.3190789222717285,0.857208251953125
5,0.23881752789020538,0.9051513671875,0.3156466782093048,0.87103271484375
6,0.23015345633029938,0.9086074829101562,0.3041466772556305,0.871124267578125
7,0.22463305294513702,0.9112968444824219,0.31775277853012085,0.861785888671875
8,0.21949906647205353,0.9144821166992188,0.31200096011161804,0.86492919921875
9,0.2183527797460556,0.9147796630859375,0.30320584774017334,0.868072509765625
10,0.21269923448562622,0.9177169799804688,0.30173856019973755,0.865264892578125
11,0.2082449048757553,0.9193382263183594,0.3228064477443695,0.861419677734375
12,0.20733684301376343,0.9197120666503906,0.32328903675079346,0.8582763671875
13,0.20422174036502838,0.9213294982910156,0.2980270981788635,0.8790283203125
14,0.20335888862609863,0.9222030639648438,0.3036562502384186,0.86639404296875
15,0.2000027894973755,0.9236068725585938,0.2986852824687958,0.8729248046875
16,0.19765223562717438,0.9242820739746094,0.32375720143318176,0.859649658203125
