,loss,accuracy,val_loss,val_accuracy
0,0.6935614943504333,0.49846649169921875,0.6936157941818237,0.500457763671875
1,0.6934122443199158,0.5007858276367188,0.693579912185669,0.500457763671875
2,0.6933627128601074,0.49997711181640625,0.6942858695983887,0.500457763671875
3,0.6934128999710083,0.5013809204101562,0.6943274140357971,0.500457763671875
4,0.6934605836868286,0.4994659423828125,0.6935541033744812,0.500457763671875
5,0.6934131383895874,0.5006637573242188,0.6937033534049988,0.500457763671875
6,0.6934029459953308,0.5005722045898438,0.6933833956718445,0.500457763671875
7,0.6934462189674377,0.4996795654296875,0.6940907835960388,0.500457763671875
8,0.6934762597084045,0.50018310546875,0.6936520934104919,0.500457763671875
9,0.693431556224823,0.49947357177734375,0.6940250992774963,0.500457763671875
